state,city,hospital_name,alt_name1,alt_name2,alt_name3,alt_name4,alt_name5,hospital_type,url,current_status,building_style,architecture_style,final_year_opened,final_year_closed,final_hospital_age,final_number_of_beds,final_number_of_patients,incomplete_page_flag,kirkbride_flag,hand_check_flag
Michigan,Battle Creek,Fort Custer State Home,Fort Custer State Home for Emotionally Disturbed Children,,,,,State Training Schools,https://www.asylumprojects.org/index.php?title=Fort_Custer_State_Home,Demolished,Cottage Plan,,1956.0,1972.0,16.0,,1200.0,0,0,0
Michigan,Lapeer County,Lapeer State Home,Lapeer State Home & Training School,Michigan Home for the Feeble Minded and Epileptic,Michigan Home and Training School,Oakdale Regional Center for Developmental Disabilities,,State Training Schools,https://www.asylumprojects.org/index.php?title=Lapeer_State_Home,Demolished,Cottage Plan,,1895.0,1991.0,96.0,,4600.0,0,0,0
Michigan,Mt. Pleasant,Mount Pleasant State Training School,Mount Pleasant Indian Industrial Boarding School,Mt. Pleasant Branch of the Michigan Home and Training School,Mt. Pleasant Regional Center for Developmental Disabilities,,,State Training Schools,https://www.asylumprojects.org/index.php?title=Mount_Pleasant_State_Training_School,Demolished,Cottage Plan,,1893.0,2008.0,115.0,,,0,0,0
Michigan,,Creating Northville Residential Training Center,,,,,,State Training Schools,https://www.asylumprojects.org/index.php?title=Northville_Residential_Training_Center&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Northville Twp,Plymouth State Training School,Plymouth Center for Human Development,,,,,State Training Schools,https://www.asylumprojects.org/index.php?title=Plymouth_State_Training_School,Demolished,Cottage Plan,,1960.0,1984.0,24.0,,,0,0,0
Michigan,Adrian,Adrian Training School for Girls,Girls' Industrial School,Adrian Training School,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Adrian_Training_School_for_Girls,Closed,Cottage Plan,,1879.0,2008.0,129.0,,,0,0,0
Michigan,Lansing,Lansing Boys Vocational School,Industrial School for Boys at Lansing,Michigan Reform School,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Lansing_Boys_Vocational_School,Demolished,Cottage Plan,,1856.0,1972.0,116.0,,,0,0,0
Michigan,Whitmore Lake,Maxey Training School,W.J Maxey Boys Training School,Woodland Center Correctional Facility (Current),,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Maxey_Training_School,Active,Cottage Plan,,1963.0,2015.0,52.0,60.0,,0,0,0
Michigan,,Creating Mount Pleasant Indian Industrial Boarding School,,,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Mount_Pleasant_Indian_Industrial_Boarding_School&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Allegan,Allegan County Poor Farm,Allegan County Medical Care Facility (Current),,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Allegan_County_Poor_Farm,Demolished,Single Building,,1870.0,1968.0,98.0,,,0,0,0
Michigan,Alpena,Alpena County Farm,Alpena County Alms House,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Alpena_County_Farm,Demolished,Single Building,,,,,,,0,0,1
Michigan,Bellaire,Antrim County Farm,Antrim County Infirmary,Meadow Brook Hospital,Meadow Brook Medical Care Facility,,,County Institutions,https://www.asylumprojects.org/index.php?title=Antrim_County_Farm,Demolished (Original building),Single Building,,1871.0,1983.0,112.0,113.0,69.0,0,0,0
Michigan,St. Joseph,Berrien County Poor House,Berrien County Infirmary,Berrien County Hospital and Infirmary,Lakeland Medical Center (Current),,,County Institutions,https://www.asylumprojects.org/index.php?title=Berrien_County_Poor_House,Active,Single Building,,1847.0,,,,97.0,0,0,0
Michigan,Essexville,Bay County Infirmary,Bay County Farm,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Bay_County_Infirmary,Demolished (Original building),Single Building,,1865.0,1958.0,93.0,64.0,,0,0,0
Michigan,,Creating Detroit Receiving Hospital,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Detroit_Receiving_Hospital&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Westland,Eloise Asylum,Wayne County Poorhouse,Eloise Hospital,Wayne County Asylum,Wayne County Psychiatric Hospital,,County Institutions,https://www.asylumprojects.org/index.php?title=Eloise_Asylum,Demolished,Cottage Plan,,1841.0,1981.0,140.0,511.0,10000.0,0,0,0
Michigan,,Creating Genesee County Infirmary,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Genesee_County_Infirmary&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Gogebic County Poor House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Gogebic_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Houghton,Houghton County Poor House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Houghton_County_Poor_House,Demolished,Single Building,,1877.0,1968.0,91.0,,150.0,0,0,0
Michigan,Bad Axe,Huron County Poor Farm,Huron County Home,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Huron_County_Poor_Farm,Demolished (Original building),Single Building,,1877.0,,,26.0,85.0,0,0,0
Michigan,Ionia,Ionia County House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Ionia_County_House,Demolished,Single Building,,,,,,,0,0,1
Michigan,,Creating Isabella County Poor House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Isabella_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Jackson,Jackson County Poor Farm,Jackson County Infirmary,,,,,County Asylums,https://www.asylumprojects.org/index.php?title=Jackson_County_Poor_Farm,Demolished,Single Building,,1839.0,1963.0,124.0,,90.0,0,0,0
Michigan,Jackson,Jackson County Poor Farm,Jackson County Infirmary,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Jackson_County_Poor_Farm,Demolished,Single Building,,1839.0,1963.0,124.0,,90.0,0,0,0
Michigan,,Creating Kalamazoo County Poor House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Kalamazoo_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Kent County Detention Hospital,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Kent_County_Detention_Hospital&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Keweenaw County Poor Farm,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Keweenaw_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Chase Township,Lake County Poor Farm (MI),,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Lake_County_Poor_Farm_(MI),Preserved,Single Building,,1885.0,1942.0,57.0,,,0,0,0
Michigan,Adrian,Lenawee County Poor Farm,Lenawee County Asylum for the Poor,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Lenawee_County_Poor_Farm,Demolished,Single Building,,1838.0,1970.0,132.0,,,0,0,0
Michigan,,Creating Macomb County Poor Farm,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Macomb_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Mecosta County Poor Farm,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Mecosta_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Midland Township,Midland County Poor Farm,Pinecrest Farms (Current),,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Midland_County_Poor_Farm,Preserved (Original building),Single Building,,1865.0,1960.0,95.0,,40.0,0,0,0
Michigan,,Creating Muskegon County Home,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Muskegon_County_Home&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Newaygo County Poor Farm,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Newaygo_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Oceana County Infirmary,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Oceana_County_Infirmary&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Ogemaw County Poor Farm,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Ogemaw_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Saginaw County Poor Farm,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Saginaw_County_Poor_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating St. Clair County Poorhouse & Farm,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=St._Clair_County_Poorhouse_%26_Farm&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating St. Joseph County Home,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=St._Joseph_County_Home&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Manistique,Schoolcraft County Poor House,Schoolcraft County House,Cloverland Lodge,Manistique Manor,,,County Institutions,https://www.asylumprojects.org/index.php?title=Schoolcraft_County_Poor_House,Preserved,Single Building,,1909.0,,,,,0,0,0
Michigan,,Creating Tuscola County Poor House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Tuscola_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Van Buren County Poor House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Van_Buren_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Ann Arbor,Washtenaw County Poor House,Washtenaw County Infirmary,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Washtenaw_County_Poor_House,Demolished,Single Building,,1844.0,1971.0,127.0,,,0,0,0
Michigan,Westland,Eloise Asylum,Wayne County Poorhouse,Eloise Hospital,Wayne County Asylum,Wayne County Psychiatric Hospital,,County Institutions,https://www.asylumprojects.org/index.php?title=Wayne_County_Poor_House,Demolished,Cottage Plan,,1841.0,1981.0,140.0,511.0,10000.0,0,0,0
Michigan,Westland,Eloise Asylum,Wayne County Poorhouse,Eloise Hospital,Wayne County Asylum,Wayne County Psychiatric Hospital,,Poor Houses And Farms,https://www.asylumprojects.org/index.php?title=Wayne_County_Poor_House,Demolished,Cottage Plan,,1841.0,1981.0,140.0,511.0,10000.0,0,0,0
Michigan,Northville Twp,Wayne County Training School,Wayne County Manual Training School,Wayne County Training School For Feeble Minded Children,Wayne County Child Development Center,,,County Institutions,https://www.asylumprojects.org/index.php?title=Wayne_County_Training_School,Demolished,Cottage Plan,,1926.0,1974.0,48.0,,,0,0,0
Michigan,,Creating Wexford County Poor House,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Wexford_County_Poor_House&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Will Carleton Poorhouse,,,,,,County Institutions,https://www.asylumprojects.org/index.php?title=Will_Carleton_Poorhouse&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Battle Creek,Battle Creek Sanitarium,Western Health Reform Institute,Percy Jones Army Hospital,Hart-Dole-Inouye Federal Center,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Battle_Creek_Sanitarium,Preserved,Single Building,,1866.0,1942.0,76.0,1000.0,78000.0,0,0,0
Michigan,Trout Lake,Birch Lodge Hospital and Summer Resort Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Birch_Lodge_Hospital_and_Summer_Resort_Sanitarium,"Protected, privately owned historic site","log cabin, cottage",,1911.0,1915.0,4.0,,,0,0,0
Michigan,,Creating Charlotte Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Charlotte_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Copper Country Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Copper_Country_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Eastlawn Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Eastlawn_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Grand Traverse Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Grand_Traverse_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Grand View Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Grand_View_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Detriot,Herman Kiefer Hospital,Herman Kiefer Hospital Historic District,Rehabilitation Institute of Metropolitan Detroit,Metropolitan Detroit Polio Foundation,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Herman_Kiefer_Hospital,Active,Single Building,"Neo-Romanesque main building, others varying",1911.0,,,,3495.0,0,0,0
Michigan,,Creating Houghton County Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Houghton_County_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Lansing,Ingham County Tuberculosis Sanitorium,Ingham Sanatorium,Ingham Chest Hospital,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Ingham_County_Tuberculosis_Sanitorium,Demolished,Single Building,,1913.0,1961.0,48.0,170.0,100.0,0,0,0
Michigan,Jackson,Jackson County Sanatorium,Northlawn Hospital,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Jackson_County_Sanatorium,Preserved,Single Building,,1928.0,1971.0,43.0,,110.0,0,0,0
Michigan,,Creating Marquette County Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Marquette_County_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Northville,Maybury Sanitarium,Detroit Municipal Tuberculosis Sanitarium,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Maybury_Sanitarium,Demolished,Single Building,,1919.0,1969.0,50.0,,,0,0,0
Michigan,942 West Fort Street,"Mercy Sanitarium, Manistee",*Mercy Sanitarium and Mineral Bath House,Mercy Hospital,,,,Sanitariums,"https://www.asylumprojects.org/index.php?title=Mercy_Sanitarium,_Manistee",Demolished,Single Building,,1895.0,,,,,0,0,0
Michigan,Howell,Michigan State Sanitarium,Hillcrest TB Sanitarium,Howell State Hospital,Hillcrest Regional Center for Developmental Disabilities,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Michigan_State_Sanitarium,Demolished,Cottage Plan,,1907.0,1982.0,75.0,500.0,,0,0,0
Michigan,Marquette,Morgan Heights Sanatorium,Acocks Medical Center (1950-1977),,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Morgan_Heights_Sanatorium,Demolished,Single Building,,1911.0,1977.0,66.0,,,0,0,0
Michigan,North Muskegon,Muskegon County Sanatorium,Northshore Hospital,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Muskegon_County_Sanatorium,Demolished,Single Building,,1926.0,1979.0,53.0,,,0,0,0
Michigan,Gaylord,Northern Michigan Tuberculosis Sanatorium,Gaylord State Home,J. Richard Yuill Alpine Center,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Northern_Michigan_Tuberculosis_Sanatorium,Preserved,Cottage Plan,,1937.0,1981.0,44.0,128.0,,0,0,0
Michigan,Flint,Oak Grove Sanitarium,Oak Grove Hospital,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Oak_Grove_Sanitarium,Demolished,Cottage Plan,,1891.0,1920.0,29.0,,,0,0,0
Michigan,,Creating Oakland County Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Oakland_County_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Ogemaw County Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Ogemaw_County_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Owosso Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Owosso_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Pine Crest Sanatorium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Pine_Crest_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,,Creating Reed's Lake Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Reed%27s_Lake_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Saginaw,Saginaw Tuberculosis Hospital,Saginaw County Hospital,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Saginaw_Tuberculosis_Hospital,Demolished,Single Building,,1929.0,,,,,0,0,0
Michigan,,Creating Schoolcraft County Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Schoolcraft_County_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Kalamazoo,Southwestern Michigan Tuberculosis Sanatorium,Kalamazoo Psychiatric Hospital Northwest Unit,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Southwestern_Michigan_Tuberculosis_Sanatorium,Demolished,Single Building,,1954.0,1990.0,36.0,200.0,120.0,0,0,0
Michigan,,Creating Wexford County Tuberculosis Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=Wexford_County_Tuberculosis_Sanitarium&action=edit&redlink=1,,,,,,,,,1,0,1
Michigan,Mt. Clemens,St. Josephs Sanitarium,St. Josephs Sanitarium and Hospital,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=St._Josephs_Sanitarium,Preserved,Single Building,Colonial Revival,1899.0,,,50.0,,0,0,0
Michigan,White Cloud,White Cloud Sanitarium,,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=White_Cloud_Sanitarium,demolished,Single Building,,1900.0,,,,,0,0,0
Michigan,Northville,William H Maybury Sanatorium,City of Detroit Tuberculosis Hospital,,,,,Sanitariums,https://www.asylumprojects.org/index.php?title=William_H_Maybury_Sanatorium,Demolished,Cottage Plan,,1921.0,1969.0,48.0,,,0,0,0
Massachusetts,Bridgewater,Bridgewater State Hospital,Bridgewater Almshouse for Paupers (1855-1866),Bridgewater State Workhouse (1866-1867),State Asylum for Insane Criminals,State Farm (1887-1919),State Farm of the Bureau of Prisons (1919-1955),State Hospitals,https://www.asylumprojects.org/index.php?title=Bridgewater_State_Hospital,Active,Cottage Plan,,1866.0,,,450.0,2445.0,0,0,0
Massachusetts,Boston,Boston State Hospital,Mattapan State Hospital,Dorchester Counseling Center,Solomon Carter Fuller Mental Health Center -Dorchester Campus,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Boston_State_Hospital,Demolished,Cottage Plan,,1884.0,1987.0,103.0,,3100.0,0,0,0
Massachusetts,Hawthorne Hill / Danvers,Danvers State Hospital,Danvers State Insane Asylum,Danvers State Asylum,Danvers State Lunatic Asylum,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Danvers_State_Hospital,"Demolished/Preserved. (Danvers Resivoir, Original brick shell of Kirkbride complex. (D, F, G Wings)",Kirkbride Plan,Classical Revival,1878.0,1992.0,114.0,,2000.0,0,1,0
Massachusetts,,Foxboro State Hospital,Massachusetts Hospital for Dipsomaniacs and Inebriates,Foxborough State Hosptial,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Foxboro_State_Hospital,Preserved,Pavilion Plan,,1910.0,1976.0,66.0,,,0,0,0
Massachusetts,,Gaebler Children's Center,Gaebler State Hospital,Gaebler Children's Psychiatric Unit,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Gaebler_Children%27s_Center,Demolished,Single Building,,1955.0,1992.0,37.0,,,0,0,0
Massachusetts,Gardner,Gardner State Hospital,State Colony for the Insane,Gardner State Colony,North Central Correctional Institute (Current),,,State Hospitals,https://www.asylumprojects.org/index.php?title=Gardner_State_Hospital,Active,Cottage Plan,,1902.0,1975.0,73.0,,,0,0,0
Massachusetts,Grafton,Grafton State Hospital,,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Grafton_State_Hospital,Closed,Cottage Plan,,1901.0,1973.0,72.0,,1730.0,0,0,0
Massachusetts,74 Fenwood Road,Massachusetts Mental Health Center,Massachusetts State Psychiatric Institute,Boston Psychopathic Hospital,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Massachusetts_Mental_Health_Center,Demolished,Single Building,,1912.0,2003.0,91.0,,,0,0,0
Massachusetts,Medfield,Medfield State Hospital,Medfield Insane Asylum,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Medfield_State_Hospital,Closed,Cottage Plan,,1896.0,2003.0,107.0,,2200.0,0,0,0
Massachusetts,Waltham,Metropolitan State Hospital,,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Metropolitan_State_Hospital,Demolished,Cottage Plan,Colonial Revival,1929.0,1993.0,64.0,,1900.0,0,1,0
Massachusetts,Northampton,Northampton State Hospital,Northampton Insane Hospital,Northampton Lunatic Hospital,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Northampton_State_Hospital,Demolished,Kirkbride Plan,"Italianate, Gothic Revival",1858.0,1993.0,135.0,250.0,2500.0,0,1,0
Massachusetts,Boston,Penikese Island State Leper Colony,,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Penikese_Island_State_Leper_Colony,,,,1905.0,1920.0,15.0,,,0,0,0
Massachusetts,Norfolk,Pondville State Hospital,Pondville State Cancer Hospital,Norfolk State Hospital,Caritas Southwood Hospital,Southwood Community Hospital,,State Hospitals,https://www.asylumprojects.org/index.php?title=Pondville_State_Hospital,Closed,Single Building,,1914.0,1927.0,13.0,,,0,0,0
Massachusetts,Boston,Rainsford Island State Almshouse,,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Rainsford_Island_State_Almshouse,,,,1852.0,1866.0,14.0,,,0,0,0
Massachusetts,Taunton,Taunton State Hospital,Taunton Lunatic Asylum,State Lunatic Hospital at Taunton,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Taunton_State_Hospital,Active,Kirkbride Plan (Demolished),Renaissance Revival,1854.0,,,48.0,,0,1,0
Massachusetts,45 Davis St,Lovering Colony State Hospital,William Croade Lovering Colony of Taunton State Hospital,Lovering Colony of Taunton State Hospital,William C Lovering Colony for Women,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Lovering_Colony_State_Hospital,Demolished,Cottage Plan,,1914.0,1974.0,60.0,,100.0,0,0,0
Massachusetts,,Creating Simeon E Borden (Raynham Farm) Colony,,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Simeon_E_Borden_(Raynham_Farm)_Colony&action=edit&redlink=1,,,,,,,,,1,0,1
Massachusetts,,Tewksbury State Hospital,Massachusetts State Infirmary,Tewksbury Hospital,Tewksbury Almshouse,Tewksbury State Infirmary,Tewksbury State Hospital and Infirmary,State Hospitals,https://www.asylumprojects.org/index.php?title=Tewksbury_State_Hospital,Active,Cottage Plan,,1854.0,,,500.0,2193.0,0,0,0
Massachusetts,Westborough,Westborough State Hospital,Westborough Insane Asylum,,,,,State Hospitals,https://www.asylumprojects.org/index.php?title=Westborough_State_Hospital,Demolished,Cottage Plan,Greek & Colonial Revival,1887.0,2010.0,123.0,1332.0,1730.0,0,0,0
Massachusetts,Worcester,Worcester State Hospital,Massachussets State Hospital,Worcester State Instane Asylum,State Lunatic Asylum at Worcester,Bloomingdale Insane Asylum,Worcester Insane Hospital,State Hospitals,https://www.asylumprojects.org/index.php?title=Worcester_State_Hospital,Demolished,*Kirkbride Plan,,1877.0,,,320.0,1401.0,0,1,0
Massachusetts,Belchertown,Belchertown State School,Belchertown State School for the Feeble-Minded,,,,,State Schools,https://www.asylumprojects.org/index.php?title=Belchertown_State_School,Closed,Cottage Plan,"Bungalow/Craftsman, Colonial Revival, Italianate",1915.0,1992.0,77.0,,,0,0,0
Massachusetts,,Fernald State School,School for the Feeble Minded,Massachusetts School for Idiotic Children,Massachusetts School for the Feeble Minded,Walter E. Fernald State School,,State Schools,https://www.asylumprojects.org/index.php?title=Fernald_State_School,Closed,Cottage Plan,Queen Anne & Romanesque Revival,1848.0,2014.0,166.0,,,0,0,0
Massachusetts,Baldwinsville,The Hospital Cottages for Children,,,,,,State Schools,https://www.asylumprojects.org/index.php?title=The_Hospital_Cottages_for_Children,Demolished,Single Building,,1882.0,,,125.0,97.0,0,0,0
Massachusetts,North Reading,JT Berry State School,North Reading Sanatorium,Martin’s Brook Sanatorium,J.T. Berry Rehabilitation Center,,,State Schools,https://www.asylumprojects.org/index.php?title=JT_Berry_State_School,Demolished,Single Building,,1909.0,1995.0,86.0,,,0,0,0
Massachusetts,Monson,Monson Developmental Center,State Almshouse at Monson,Monson Sanitarium,Massachusetts State Hospital for Epileptics,Monson State Hospital,,State Schools,https://www.asylumprojects.org/index.php?title=Monson_Developmental_Center,Closed,Cottage Plan,Colonial Revival,1854.0,2012.0,158.0,,137.0,0,0,0
Massachusetts,Taunton,Paul A Dever State School,Dever State School,Myles Standish School for the Mentally Retarded,Paul A. Dever Developmental Center,,,State Schools,https://www.asylumprojects.org/index.php?title=Paul_A_Dever_State_School,Demolished,Cottage Plan,,1952.0,2003.0,51.0,,,0,0,0
Massachusetts,Templeton,Templeton Developmental Center,Templeton Farm Colony,Templeton Colony of the Massachusetts School for the Feeble-Minded,,,,State Schools,https://www.asylumprojects.org/index.php?title=Templeton_Developmental_Center,Active,Single Building,,1899.0,,,,250.0,0,0,0
Massachusetts,Wrentham,Wrentham State School,Wrentham Developmental Center,,,,,State Schools,https://www.asylumprojects.org/index.php?title=Wrentham_State_School,Active,Cottage Plan,Colonial Revival,1907.0,,,,1448.0,0,0,0
Massachusetts,,Creating U.S. Veterans' Hospital No. 44,,,,,,Federal Government Institutions,https://www.asylumprojects.org/index.php?title=U.S._Veterans%27_Hospital_No._44&action=edit&redlink=1,,,,,,,,,1,0,1
Massachusetts,Mattapan,Boston Sanatorium,Boston Consumptives Hospital,,,,,Sanatoriums,https://www.asylumprojects.org/index.php?title=Boston_Sanatorium,Preserved,Rambling Plan,,1907.0,1982.0,75.0,,835.0,0,0,0
Massachusetts,,Lakeville State Hospital,Lakeville Hospital,Lakeville Sanitorium,Lakeville State Sanatorium,,,Sanatoriums,https://www.asylumprojects.org/index.php?title=Lakeville_State_Hospital,Closed,Single Building,,1910.0,1992.0,82.0,,,0,0,0
Massachusetts,North Reading,JT Berry State School,North Reading Sanatorium,Martin’s Brook Sanatorium,J.T. Berry Rehabilitation Center,,,Sanatoriums,https://www.asylumprojects.org/index.php?title=North_Reading_State_Sanatorium,Demolished,Single Building,,1909.0,1995.0,86.0,,,0,0,0
Massachusetts,Rutland,Rutland Heights State Hospital,Rutland State Hospital,Rutland State Sanatorium,,,,Sanatoriums,https://www.asylumprojects.org/index.php?title=Rutland_State_Sanatorium,Demolished,Pavilion Plan,,1898.0,1991.0,93.0,,,0,0,0
Massachusetts,,Creating Sharon Sanatorium,,,,,,Sanatoriums,https://www.asylumprojects.org/index.php?title=Sharon_Sanatorium&action=edit&redlink=1,,,,,,,,,1,0,1
Massachusetts,West Springfield,Westfield State Sanatorium,Western Massachusetts Hospital,,,,,Sanatoriums,https://www.asylumprojects.org/index.php?title=Westfield_State_Sanatorium,Active,Single Building,,1910.0,1962.0,52.0,,,0,0,0
Massachusetts,West Boylston,Worcester County Sanatorium,Worcester County Tuberculosis Hospital,Worcester County Hospital,,,,Sanatoriums,https://www.asylumprojects.org/index.php?title=Worcester_County_Sanatorium,Demolished,Single Building,,,1993.0,,,,0,0,0
Massachusetts,Westborough,Lyman School for Boys,State Reform School for Boys at Westborough,,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Lyman_School_for_Boys,Closed,Cottage Plan,,1848.0,1971.0,123.0,,590.0,0,0,0
Massachusetts,Shirley,Massachusetts Industrial School for Boys,Shirley Industrial School for Boys,,,,,Reform Schools,https://www.asylumprojects.org/index.php?title=Massachusetts_Industrial_School_for_Boys,Closed,,,1909.0,1972.0,63.0,,,0,0,0
