State,Hospital Name,URL,Established,Construction Began,Opened,Current Status,Building Style,Architect(s),Alternate Names,Raw Text,Closed,Location,Architecture Style,Peak Patient Population,year_opened_LLM,year_closed_LLM,number_of_beds_LLM,number_of_patients_LLM,peak_patient_population_LLM,hand_check_flag_LLM
Oklahoma,Hillside Mission School,https://www.asylumprojects.org/index.php?title=Hillside_Mission_School,,,1886,,,,,"An old one-time palatial structure, built in 1886, that stands on a hillside four miles north of Skiatook, a large addition to this building and a common burial ground in which are buried prominent Cherokees—these are the remnants of a once-flourishing pioneer school where remarkable men and women were educated in the wilds of what is now Tulsa County and what is to-day known by the name of ""Hillside Mission."" Responsible for building this Mission and the efforts of the Friends Society of Philadelphia in establishing a school for the Indians in the then wilderness of the Indian Territory. And during all these years there was one man who had an interest in the Mission and who to-day owns the grounds and the buildings, Mr. Solomon M. Abbott.
Mr. Abbott came to Oklahoma in 1880. He settled on Tyner Creek about five miles north of what later came to be the Mission. He engaged in farming and the cattle business. He loved the woods and the streams, having been reared by a father who had been captured by the Delawares and who was adopted by the tribe and who spent seven years among them. In later life he became an Indian trader. With his carry-all, pulled by four horses, he traded goods to the Indians for furs. He spoke several Indian dialects.
John Murdock was the pioneer founder of Hillside Mission. In 1882, this traveling missionary was sent here by the Friends Association of Philadelphia. 
The region was infested with malaria; and the mosquitoes multiplied so much faster than converts that Murdock found it impractical to carry out his cherished idea of founding a school on the site. He believed that to convert the Indians permanently a school should be established in connection with the Mission. The site was insanitary; but to test it out; he sent to Arkansas and procured a young lady teacher. The enrollment included a dozen greasy urchins. We say ""greasy"" because the children had learned that by mixing certain pigments with coon grease and applying this mixture, mosquitoes would not bother them so much. But not so with the teacher. After heroically battling the singing and stinging insects for two weeks, her face and hands looked as though she had a severe case of measles.
In the meantime, Murdock made a fair showing of converts, mostly children. He made a report and sent it to the association at Philadelphia with a request for funds with which to build a better school building. The funds were promptly sent.
The present site of Hillside Mission was selected for the school. The south side of the Mission was built. A substantial church house was also constructed about eighty feet west of the present house. Malaria and mosquitoes were not so bad on this high location and moreover the mosquitoes could be screened out of the frame building, while they swarmed through the cracks of the log houses. Malaria was checked by the use of quinine, which folks took with as much nonchalance as they did a chew of tobacco.
It was John Murdock who conceived the plan of the school and who had carried it out successfully. After Murdock had built the school, he was ordered west by the Association. He was succeeded by John Watson in 1886. He brought his wife, generally known as ""Aunt Liza,"" and two daughters, the elder, known as Miss Eva, and the other, fresh from college, known as Miss Elma.
Shortly after Watson’s advent into the Mission, he decided to enlarge the dormitory. He hauled lumber from Coffeyville, Kansas, and built the west wing of the dormitory at his own expense. This addition is said to have cost $1200.00. About this time the school room became inadequate for the housing of the pupils; hence, Mr. Watson found it necessary to enlarge it by annexing another building of equal dimension. Thus equipped, every part of the system moved along serenely for three years more. The quarters were, however, too small to accommodate the growing settlement.
About the year 1894, a fund was raised by the eastern committee to erect the north wing, or the last part of the present standing dormitory, which is about 40 by 70 feet and four stories high, counting basement and attic. The attic was finished up in one large room and was used as a gymnasium. This was probably the first gymnasium in Oklahoma. The basement contained two large rooms, one used as a primary department and the other for the boys’ living room, and also as a bath room. The water tank used as a reservoir, together with the bathtub, is preserved intact. Every boy who sat in that living room burned his initials upon the wall with a red hot poker, as there are yards upon yards of initials of all descriptions and kinds on the wall to this day. The ground floor above the basement is divided into four rooms and a hallway. The central room, with the bay window facing the east, was Uncle John Watson’s private room where he prepared his sermons. The first room on the right of the hall at the entrance was a guest chamber. The room at north end of the hall was reception room, and the northeast room was another guest chamber. On the second floor is a hall the entire length of the structure, with sleeping rooms on either side. This was the girls’ sleeping apartment. The west wing before mentioned and built by John Watson, is about 18 by 50 feet, is two stories high with a cellar beneath. The ground floor contains two rooms, the east room for storage quarters and the west one a dining room. On the south side of the dining room there is a long room, about 20 by 60 feet and two stories high. The ground floor was used for all public occasions, for a conference, a festival, or anything of a public nature that required a large room. On the upper floor are sleeping apartments. Then comes the south wing, built by Murdock, two stories high with the upper floor divided into sleeping apartments, and a parlor and private room below. The entire structure contains twenty-four rooms, counting basement and cellar. Quite a good-sized structure for those early days.
By 1929, only the dormitory of the Mission remains intact. The church and other buildings had been knocked down. It was sold by the trustees in Philadelphia to Mr. Solomon M. Abbott, who resides here.
The deed to the four acres that comprise the site of the Mission was executed in Philadelphia. Mr. S. M. Abbott paid $300.00 for the four acres and the pile of buildings in 1929. This land was never allotted, but was transferred direct by the government to the Friends Society at Philadelphia.
Hillside Mission became such a prominent school center because it was the only school in this region. But when the allotment of Indian lands took place the Mission began to lose its position. School sites were purchased in the surrounding villages and in the country, and school houses were erected. Free public schools had come and the Mission, with nearly all patronage gone, dwindled along for a time and then finally died out entirely. But during its time the Mission teachers trained many of the most prominent men of this section of the state. The school was attended by Cherokees, Shawnees and Osages, and many white children also attended here. Board and lodging were $8.00 per month.
In 1885, Hillside cemetery was founded. In this year, a seventeen-year old boy by the name of Jesse Pebbermet, died. Murdock called a meeting of the members to decide on a location for a cemetery. The present site of the cemetery was selected then Jesse Pebbermet was the first of twelve hundred who have been buried there. Among the noted Indians who have been buried at Hillside Mission are Chief W. C. Rogers, last Chief of the Cherokees and Chief George Tyner.
Up to the time of the establishing of Hillside Cemetery, there were no cemeteries in the country. The Indians had their own burial places close to their houses. On the Tom White farm one-half mile north of Skiatook, there is a private cemetery with a dozen graves plowed over each season and no one is the wiser. There are lone graves all over Tulsa County in which sleep men who have been killed in fights or brawls.  Regarding cemeteries, this is what Mr. Abbot commented: ""I know of three abandoned cemeteries in this locality. I have already told you of the Tyner cemetery across the creek from the ""Star House"", my old home. There are only a few headstones left to mark the 20 or 30 graves there, an old barb-wire fence partly encloses it. It was used as a burial ground for the Tyner family. An old abandoned Shawnee cemetery is one mile north of Skiatook on U. S. Highway #1. It lies 1/8 of a mile east in the midst of a corn field; is, in fact, a part of the corn field. The land is owned by T. Furse. As I remember there were about 50 graves there.
On the slope of a hill at the mouth of Panther Hollow is an abandoned Osage cemetery. Follow Highway #11 north from Skiatook for about 9 miles to Bird Creek, from there one-half mile southwest (as the crow flies) is Panther Cave. About 1885 or '86 Antoine Rogers, a prominent Osage Indian, wishing to cultivate the rich bottom land of Bird Creek, had 20 or 30 bodies moved from a lowland graveyard across to the bench of the hill at the mouth of Panther Hollow, near Panther Cave. I used to hunt deer there. Rogers paid an old farmer named Mack Carr $20.00 a piece to move each body, Carr had to make a coffin for each body. The cemetery has been abandoned for the last 20 years. There are more than one hundred graves there. It has been fenced three times but prairie fire always destroys the fence. There are many prominent Osages buried there, among whom are Judge Perrier of the Rock house, John Collins and Scott Antire, prominent cattlemen, inter-married Osages citizens""
In 1937, a field worker, Effie Jackson, visited Sol Abbott at his home.  Here are the comments regarding the mission and the state is was, at the time of her visit:
Surrounded by tall grass and weeds, enclosed by an old barb-wire fence, Hillside Mission is still imposing. Its weather beaten four stories facing the east are in a fair state of preservation, but the old wing on the west is fast falling into decay. The rooms, all empty, except the three in which Mr. Abbott lives are almost ghostly. Creaking floors, torn wall coverings, windowless openings, the home of bats and owls. From Mr. Abbott's description it is easy to imagine just what each room formerly was used for. The ingenious bath room looks almost as if it could be used, so well was it constructed.
Mr. Abbott, a cripple, is barely able to hobble about in the only three habitable rooms. He lives alone, a little kindly man, with a face as fresh as a girl's, manners gracious, a pleasant smile, a ready flow of conversation.",,,,,1886,,,,,1
Oklahoma,Jones Male Academy,https://www.asylumprojects.org/index.php?title=Jones_Male_Academy,1891,,1892,Peripheral dormitory school-Choctaw Nation,Wooden,,Jones Male Academy |  Jones Academy |  Jones Academy Indian School,"Jones Academy was founded in 1891 by the Choctaw Nation of Oklahoma, one of the first tribes to build its own school. The facility was named after Mississippi-born Choctaw Chief Wilson N. Jones. Jones had traveled with his own family over the Trail of Tears and was a strong advocate for his tribe’s people to become educated. The schools first years were presided over by 26 y/o Simon T Dwight, who was a full-blooded Choctaw and prior National Superintendent of Schools under the tribal government. Simons father, Timothy Dwight, had served as Trustee of the old Pushmataha District of schools until his death and had attended mission schools in Mississippi before removal. Simon Dwight passed away in 1894 (28 y/o, cause unknown), but his wife and young son stayed at Jones Academy. His son, Ben, graduated from Jones Academy and was later appointed Chief of the Choctaw Nation in 1930 by President Hoover.
After the death of Simon Dwight, Jane McCurtain (wife of the Choctaw Chief Jackson McCurtain) was appointed superintendent at Jones Academy. Jane quickly discovered financial issues at the academy and soon found they had no money to pay teacher salaries. Coal strikes had dried up the coal royalties that normally fed the Choctaw Treasury. During this time, Jane used her own money to keep the academy open and the students provided for. 
In 1899, Mrs McCurtain was finally reimbursed for the interest required to pay on money she borrowed to keep Jones Academy in working order after she had spent all her cash.
Situated on 540 acres near Hartshorne, in southeastern Oklahoma’s Ouachita Mountain range, Jones Academy began as a school for boys. However, in 1955 when the Wheelock Academy, a Native American girls’ school near Millerton closed, it received approximately 55 girls who were transferred in. Jones Academy then became a co-educational boarding facility.
Students who lived at Jones Academy attended Hartshorne Public Schools as early as 1952 when the Bureau of Indian Affairs ceased funding of academic and vocational activities at most Indian boarding schools. In 1972, the Choctaw Nation became the first Native American tribe to operate a tribally controlled grant school. The Tribe then later contracted the school in 1985 from the Bureau of Indian Affairs. This school has been in continuous operation for almost 125 years.",,"near Hartshorne, OK",Dormitory Style // Victorian,,1891,,,,,1
Oklahoma,Kaw Indian Boarding School,https://www.asylumprojects.org/index.php?title=Kaw_Indian_Boarding_School,,,1880,,[[ ]],,* Kaw Indians Training School |  Washunga Indian School,"In 1873 the Kaw Indians were removed from their reservation near Council Grove, KS and forced by the Federal Government to move to Northern Oklahoma, then Indian Territory. The Kaw Tribe Agency was established in Washunga, OK in that same year. Soon after a boarding school was built and opened on the grounds for the assimilation of Kaw children. The building was a four-story structure made of native stone. Other buildings on the site included a dormitory, infirmary, and superintendents home. The superintendents' home later the Kaw Council House, and in later years the building was moved to higher ground and rebuilt stone by stone. It is now listed on the registry of historic places.
In 1903, the US Government passed the Dawes Act which abolished the Kaw Reservation and others - the tribe lost all protection against white settlers, a battle they had already been losing.
In 1906 the entire original school building burnt to the ground. Newspaper at the time reported all 40 students and all staff escaping unharmed, but also reports that the structure would probably not be rebuilt because the land had already gone through the allotment process. Students were sent to a day-school for the rest of the school year in 1906. The next year, 1907, the Federal Government mandated Kaw children to attend Chillocco Indian School. However the Kaw Tribe pointed out that their contract with the Federal Government afforded them 7 more years of free schooling on their reservation and not elsewhere, so the government was forced to oblige.
In 1964, the Oklahoma Corps of Engineers began the process of preparing the area to be flooded for the construction of Kaw Lake. In 1976, a portion of the already abandoned and them demolished town of Washunga was flooded. Visible now on Google Earth are only slight outlines of some of the streets.
The area now holds Kaw Lake.",,"near Washunga, OK",,,,,,,,1
Oklahoma,Wetumka Boarding School,https://www.asylumprojects.org/index.php?title=Levering_Manual_Labor_School,,,1881,,,,Levering Manual Labor School,"In 1880 the Creek Council appropriated $5,000 for a manual labor school in the nation and Eugene Levering of Balitmore gave an equal amount. (Levering & his brother were wealthy coffee merchants and prominent churchmen of the Southern Baptist Convention. The school was in the southwest part of what was then the Creek Nation, near the north fork of the Canadian River, at the old home of Ward Coachman.
On September 1, 1881, the Levering Manual Labor Mission School, under the auspices of the Home Mission Board of the Southern Baptist Convention and partially supported by the Creek Nation, opened to 50 Creek boys and 50 Creek girls.
By 1902 Wetumka public school had an enrollment of 261 and employed three teachers and a principal, Rev. J.A. Trenchard (selected by the Southern Baptists).  land had been cleared for an orchard of 1,000 apple trees and 450 peach trees. The school farm produced 400 bushels of wheat, 250 bushels of oats, 1,000 lbs of beans, 850 lbs of green peas, 30 bushels of onions, 35 bushels of tomatoes, 40 bushels of potatoes, and 60 acres of corn. Girls were issued aprons, calico dresses, linsey dresses, plaid dresses, skirts, shoes and a handkerchief. Boys were issued coats, pants, socks, and shoes. All clothing was donated by the Southern Baptist Council of Women.
In January 1882, Trechard wrote ""Eighty cases of Measles among the pupils has been a serious drawback, but otherwise the school is doing well. Some of the students can not endure restraint, the discipline necessary at school, or their studies, so they run away and generally tell very large tales of 'starvation', 'hard work' and 'hard whippings'. The large majority are contented""
On May 26, 1883 Trechard wrote the Home Mission Board reporting the death of his wife on May 19; the school had owned 175 head of cattle on May 1st but they had disappeared and a member of the Creek Council thought they had been driven to Muskogee to be sold, and some to the Choctaw Nation. ""I fear drunkenness and thievery will nearly ruin us if no check can be put on these vile evils...""
Later in 1883 Trechard writes, ""At Christmas the parents came in and took out most of the children to spend Christmas at home. While at home a rebellion within the Creek Nation broke out, and only about half the students returned to school. After the rebellion was defeated by the Creek Nation, the pupils in attendance are recorded as 96 boys and 77 girls.
In December 1883, Trechman was replaced by Isreal G. Vore. Vore stated the school's need for a hospital, smoke house, milk and fruit houses; which Vore suggested could be of rock as it was cheaper to build with than wood. In 1885 the student population was up to 120 pupils. Dr. J. C. Wingo was sent from Eufala to teach and act as physician for the school. Books for the library were sent from Mission Boards in New York and Pennsylvania. The Creek Nation appropriated $7,000 to finish payment on the hospital.
By 1886 music was being taught, and the school employed many additional workers, such as; a gardener, a laundress, a herder, mechanic, & poultryman. Later that same hear Vore wrote to the trustees that the buildings were badly in need of repaid, particularly the chimneys. The beds were worn out. There were one hundrd students present. In 1886, fifty-six were females and one of them, Emma Bruner, died May 4.  Another loss was the death on October 10, 1887, when Goliah Herod died.
In January 1887, Major Vore died after being Superintendent for 4 years. J. 0. Wright became the new Super. The Woman's Baptist Home Mission Society of Maryland sent a set of wagon maker tools and blacksmithing tools worth $75.00. The school had a fine upright piano in addition to an organ. There was grown on the mission land 2500 bushels of eorn, one hundred tons of millet and prairie hay was put up for the winter. One hundred seventy cattle were owned by the missionaries and they brought fifty-five spring calves. There were eighty hogs, a good span of mules, one pony and a colt.
Because of illness the school closed on June 9, 1890. Dysentery had invaded the mission and Mr. Wright's little son, Bennie, was taken from his loving parents. Next Charlie Scott and Eliza Bruner were ""called to their long home. . . ."" On June 19 Miss Sarah Cundiff, the laundress, also died. Wright's report to Chief Perryman, dated September 1, 1890,to June 30, 1891, gave the number of pupils as one hundred eightgtwo; there had been considerable sickness, some cases serious.
In November 1938 classes were held in churches and the National Guard Armory after a fire destroyed the high school building.
On September 1, 1881, the Levering Manual Labor Mission School, under the auspices of the Home Mission Board of the Southern Baptist Convention and partially supported by the Creek Nation, opened in Wetumpka, Oklahoma to provide education for Creek children. It had a start-up cost of around $10,000 and at first had only crude log buildings. The school was gradually upgraded to framed buildings, with a 2-acre campus and additional 80-acres for fields and orchards. 10 acres were cleared for 1000 apple trees, and around 450 peach trees. In 1885 the school built it's only stone building; a hospital with the cost of $1400.
By 1891, grounds had been improved and a white fence separated the girls and boys sides of the campus. (The boys on the South side, the girls on the North.) The pupils were not segregated during classes but were segregated most all other times, including church. One common punishment for girls was to have rags tied to their feet and be made to mop whole floors of the dorms this way.
In an account written in 1887 inside ""The Gospel in All Lands"" produced by the Methodist Episcopal Church, there were approx. 100 boys & girls in attendance, all of whom lived at the school. In addition to the ""English education"" the students received, this book also recounts many girls being trained as teachers and young boys as preachers of the Methodist faith.
In 1883, the minutes of the 16th Annual Session of the Baptist General Association of Virginia, names Major J.G. Vore as Superintendent and claims over 100 Indian pupils.
In 1888, the 20th Annual Report of the Board of Indian Commissions reported Brother James O. Wright as Superintendent; saying the institution was ""never more prosperous"". This document also reports ""more than 150 students"" in attendance.
Buildings in 1891 included the hospital, a 2-story boys dorm, admin building, a doctor's home & office, several smaller girls dorms, commissary, meat house, smoke house, laundry, and ice house. The boys dormitory burned in 1909, no reports of if any deaths were associated with this fire.",,"Wetumpka, Ok",,,1881,1890,,,,0
Oklahoma,Creating Mekusukey Academy,https://www.asylumprojects.org/index.php?title=Mekusukey_Academy&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
What is the second word in our logo?",,,,,,,,,,1
Oklahoma,Creating New Hope Academy,https://www.asylumprojects.org/index.php?title=New_Hope_Academy&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the locations menu to the left, what is the sixth country up from the bottom?",,,,,,,,,,1
Oklahoma,Norwalk Academy for Boys,https://www.asylumprojects.org/index.php?title=Norwalk_Academy_for_Boys,,,1846,,Cottage Plan,,Norwalk Academy for Choctaw boys | Norwalk School,"The seventh Choctaw school opened in Indian Territory, named Norwalk School, was placed under control of the American Board of Commissioners for Foreign Missions in October 1845 by the Choctaw Council. Located ""near Wheelock Seminary"", it is unclear if the boys' school was involved in the fire that burnt down Wheelock in 1869.",,,,,[None],[None],[None],[None],[None],1
Oklahoma,Nuyaka School and Orphanage,https://www.asylumprojects.org/index.php?title=Nuyaka_School_and_Orphanage,1882,,,,,,Nuyaka School and Orphange,"The Nuyaka Mission was established in 1882 approximately 15.7 miles west of the intersection of U.S. Route 75 and State Highway 56 (6th Street) in the City of Okmulgee. The mission was established by Alice Mary Robertson and the Creek Council, and run by the Presbyterian Church.
Nuyaka Mission was named for the nearby Creek town of Nuyaka. According to one source, the name Nuyaka is from the Creek pronunciation for New York, which was the site of a meeting between President George Washington and 26 Creek chiefs. Reportedly, the Creeks were so impressed with New York City that they named one of their towns for it. White men wrote the town name as Nuyaka. Ironically, some of the official correspondence cited by Carolyn Thomas Foreman, gives the name as ""New Yorker Mission"" and ""Nuyarker Mission.""
The mission consisted of four buildings. One building contained a chapel/assembly room and some school class rooms. The second building held the superintendent's apartment and housed the boys. The other two buildings were cottages that housed the girls and the teachers who supervised them. Initially, the mission enrolled 70 boys and girls. It had 7 female teachers and one man who supervised the boys after school hours. Rev. Thomas Ward Perryman, a Creek who had been educated at Tullahassee Mission, was the first pastor and taught religious classes.
Per the granite marker at the site: ""Established in 1882 by the Creek Council, Nuyaka Mission was a boarding school for Boys and Girls by the Presbyterians from 1884 to 1899. The Creek Tribe then operated the school for ten years. From 1909 until 1921 it was operated by the Bureau of Indian Affairs. From 1921 to 1933 it was operated by the Baptists.""
In 1936, the buildings were removed and E.E. Mount bought the site to prevent its destruction. In 1937, his daughter and son-in-law, Oakla and Bill Spears, bought the site and lived in the Dormitory Superintendent's home for 54 years. Interested in the site's history, they interviewed former students and children of former superintendents. Their efforts led to the preservation of the property which they donated to the Oklahoma Historical Society in 1992.",,,,,1882,1936,,,70,0
Oklahoma,Oak Hill Industrial Academy,https://www.asylumprojects.org/index.php?title=Oak_Hill_Industrial_Academy,,,1878,,,,Alice Lee Elliott Memorial Academy,"In 1878, George M. Dallas, a carpenter, was employed by the Choctaw Freedman (African American slaves of the Choctaw given citizenship in 1880) to build a small frame school house on the southwest quarter of section 27. After its completion he taught that year the first term of week day school among the colored people of that section. Others that succeeded Dallas, as teachers in this frame school house, were Mary Rounds, Henry Williams and Lee Bibbs.
In 1884, Henry Williams transferred the day school to the “old log house” on the northeast quarter of section 29, a mile and a half northwest of the school house. The motive for this change was the fact there was no supply of good water near the school house, while at the new location there was a good well and a large vacant building available for use.",,,,,,,,,,1
Oklahoma,Oak Ridge Manual Labor School,https://www.asylumprojects.org/index.php?title=Oak_Ridge_Manual_Labor_School,,,1848,Demolished,Single Building,,,"The first Seminole mission school founded in the Indian Territory (present Oklahoma) was Oak Ridge, a manual labor school established in 1848. The Oak Ridge site was approximately three miles southeast of present Holdenville, in the former Creek Nation, where the Seminole dwelled until 1856. The Presbyterian Mission Board built and ran the school. Rev. John Lilley and his wife, Mary Anne, were in charge. The Lilleys were assisted by John Bemo, a Seminole. In 1853 they had twenty-six students, nineteen of whom were Seminole. Creek and Cherokee students paid room and board, but Seminole attended for free. The Lilley's children were also enrolled. Oak Ridge closed in 1855 when the Lilleys returned to the East. They returned and reopened Oak Ridge in 1856 and were assisted by Rev. James Ross Ramsey, who later organized the Wewoka Mission, a boarding school for Seminole girls, just north of Wewoka. Oak Ridge was abandoned and destroyed during the Civil War.",,"Holdenville, OK",,,1848,1861,,,26,0
Oklahoma,Osage Boarding School,https://www.asylumprojects.org/index.php?title=Osage_Boarding_School,,,1874,,Cottage Plan,,Osage Indian Government School,"Opened by the Federal Government January 1, 1874 near the Osage Agency Headquarters in Pawhuska, Oklahoma strictly for Osage children. (Indian Territory until 1907) This federal boarding school boasted an impressive, roughly T-shaped structure of local sandstone, standing four stories high from basement laundry to attic. The building was separated by partitions into two sets of classrooms, dining rooms, and dormitories - one for boys and one for girls.
There was an extensive farm on the grounds, with pigs, milking cows, chickens, and a large vegetable garden which were all cared for by the children.
The Osage Boarding School provided an ""experience in household arts and manual training"" as well as training in English only, and basic academic instruction to both male and female students through the eighth grade. In addition to their work in the schoolroom, each child was given work in manual labor. Girls in baking, sewing, and music; boys in farming, animal care, and carpentry.
In January 1906 the capacity at the school was 100 boys, 80 girls, 180 children total; with an enrollment of 147. The school also recorded a hand-full of runaways a month, some being returned to the school shortly after.
By 1911 the school had added a boiler house, an extensive laundromat , and a power house.
The boys and girls of the Osage Boarding School played basketball, baseball, and football. The girls basketball team of the school attended and performed at the World's Fair, playing basketball and also playing classical musical instruments for the crowds.
The Osage Boarding School closed in December 1921 due to declining enrollment--the remaining pupils were transferred to public and private schools.",,"Pawhuska, OK",,,1874,1921,,,147,1
Oklahoma,Creating Otoe Boarding School,https://www.asylumprojects.org/index.php?title=Otoe_Boarding_School&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the locations menu to the left, what is the sixth country up from the bottom?",,,,,,,,,,1
Oklahoma,Park Hill Mission School,https://www.asylumprojects.org/index.php?title=Park_Hill_Mission_School,,,,Active,Cottage Plan,,Park Hill Presbyterian School |  Enid State School |  Northern Oklahoma Hospital |  Northern Oklahoma Resource Center,"Samuel Newton and his wife, Mary, were among the earliest missionaries to the Cherokee Indian Territory. They worked at a mission station named Forks of the Illinois, which was established in 1830 on the east side of the Illinois River close to the mouth of the Barren Fork. The spot was so unhealthy that Mary and their small daughter died. In 1837 the mission was moved three miles west to Campbell Springs. Newton named the area Park Hill because it reminded him of the estates of noblemen in England.
Park Hill soon became the site of a thriving mission. Reverend Samuel Austin Worcester, who had been a missionary and printer among the Cherokee in the East, came west to continue his work. He set up the printing press at Union Mission, but its buildings were dilapidated and the location inconvenient to the Cherokee. Worcester chose Park Hill as the permanent site for his mission and construction began in the summer of 1836. He and his family moved there soon afterwards. In June of 1837 he set up the printing press a mile further to the west of Newton’s school in a meadow overlooking the Park Hill valley. That same summer he established a church with nineteen members. Major George Lowrey soon became deacon and retained that post until his death in 1852. By 1838 the mission school had been moved up to the meadow with Samuel Newton as the teacher. Other teachers there in the 1830s were Esther Smith from Harrisburg, New York, and Sarah Ann Palmer.
At the mission printing office Worcester continued the work he had begun in the East, printing literature to educate and Christianize the Cherokee. Elias Boudinot, former editor of the Cherokee Advocate, helped with translating and printing until his death in 1839. Stephen Foreman replaced him as translator. With their help Worcester translated and printed most of the Bible in Cherokee. John F. Wheeler was the first printer, later replaced by John Candy. The press turned out textbooks, the Cherokee Almanac, religious tracts, and volumes of Cherokee hymnals.
A brick church building was completed at the mission by 1854. Cherokee Chief John Ross and merchant and planter, George M. Murrell, donated much of the money to buy the church bell.
The Park Hill Mission and Press came to an end with the Civil War. Reverend Charles Torrey came to help run the mission when Worcester became an invalid after a serious accident. Torrey became supervisor after Worcester’s death in 1859. Shortly before the war began, the American Board of Commissioners for Foreign Missions decided to close the mission because of the troubles the impending war was bringing to the region. They also believed the Cherokees were no longer considered a heathen people and thusly did not require the help of missionaries. (Ironic since there continued to be religious mission schools here for the next 100 years.)
Park Hill later became home of the Cherokee Female Seminary. Chief John Ross held ceremonies in 1847 to lay the cornerstones for the male and female seminaries, which would be located in Tahlequah and Park Hill, respectively. Both were opened in 1851. These public educational institutions were considered equivalent of high schools. Teachers were recruited from such places as Mount Holyoke School in Massachusetts and brought to the Cherokee Nation to teach Cherokee children. Daily regimens at the school included studies of Latin, math, science, rhetoric, composition, geography, philosophy, and religion. Church attendance was mandatory.
In 1887 the Female Seminary burned, creating a huge loss for the tribe. After burning the school was moved to Tahlequah which had a better water source. In 1889, a new building was dedicated on the north side of town. The seminary continued as an entity until 1909, when the state purchased the building. Subsequently, it was chosen as the site for the new Northeastern State Normal School, which has now evolved into Northeastern State University. Today, the building, known as Seminary Hall, is an icon of the NSU campus. The first Female Seminary is located at the present site of the Cherokee Heritage Center, where three brick columns salvaged from the building stand to commemorate this prestigious institution.",,"Enid, OK",,"1,444 in 1963",,,,,,1
